,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
49,Year Built: 1940-1949,GA,120979,121924,129103,120256,120879,113220,116642,117294,115567,115087
50,Year Built: 1950-1959,GA,263903,259378,264558,256615,257391,256652,263627,258241,257784,259666
51,Year Built: 1960-1969,GA,384935,369094,365568,374561,385768,377055,360459,370347,373627,373742
52,Year Built: 1970-1979,GA,607198,586854,586551,575245,585054,588513,589561,584051,605534,589562
53,Year Built: 1980-1989,GA,720742,739096,710663,699904,697283,745263,716207,715561,717520,714264
54,Year Built: 1990-1999,GA,854127,851737,886139,881986,885297,877028,886876,892171,867310,899407
55,Year Built: 2000-2009,GA,572137,562657,937570,952800,950875,918532,916025,917725,903738,871654
56,Year Built: 2010-2013,GA,383727,423808,37103,62486,83829,110351,119963,122568,124362,123490
57,Year Built: 2014 or later,GA,,,,,,20713.0,68065.0,123743.0,183877.0,252597.0
58,Year Built: before 1940,GA,183734,188570,190299,186309,185011,174901,181678,180553,176947,178881
